name,developer,class,copies_sold
Krypta FM,Under The Sink Studio,Hobbyist,33.2k
Hakuoki: Edo Blossoms,"Idea Factory, Design Fact…",Indie,33.2k
Vessel,Strange Loop Games,Indie,33.2k
Wizardry 6: Bane of the C…,Sir-Tech,Indie,33.2k
Spacelines from the Far O…,Coffeenauts,Indie,33.2k
Evo\Wave,MagnaVex Entertainment,Hobbyist,33.2k
Tile Cities,yevhen8,Indie,33.2k
Gabe Newell Simulator,Antonio Renna,Indie,33.2k
Dream Car Builder,RoKo0 (Roman Konyukhov),Indie,33.1k
OBEY,Dez,Indie,33.1k
Alpha Polaris : A Horror …,Turmoil Games,Hobbyist,33.1k
Super Hipster Lumberjack,Noah Lewin,Indie,33.1k
TroubleDays,"qureate, iMel Inc.",Indie,33.1k
Barista Simulator,CubeCube Sports Ltd.,Indie,33.1k
Speedball 2 HD,"Bitmap Brothers, Vivid Ga…",AA,33.1k
Demolition Company Gold E…,Giants Software,AA,32.9k
Sword Legacy: Omen,"Firecast Studio, Fablewar…",Indie,32.9k
The Legend of Heroes: Sen…,Nihon Falcom,Indie,32.9k
STAR WARS™: TIE Fighter S…,Totally Games,AA,32.9k
A Game of Thrones - Genes…,Cyanide Studios,Indie,32.9k
Nice Jumper,Nikolai Usachev,Hobbyist,32.9k
10 Second Ninja X,Four Circle Interactive,AA,32.9k
The Land of Pain,Alessandro Guzzo,Indie,32.9k
Peripeteia,Ninth Exodus,Indie,32.9k
A Chair in a Room : Green…,Wolf & Wood Interactive L…,Indie,32.9k
Locked Up,EMIKA_GAMES,Indie,32.9k
The Last Flame: Prologue,Hotloop,Indie,32.9k
Alien Arena: Warriors Of …,"COR Entertainment, LLC",Hobbyist,32.9k
Dreams of Dali,"Half Full Nelson, Goodby …",Hobbyist,32.9k
Rogue Operatives Hide and…,SIM720 LIMITED,Hobbyist,32.9k
Tales of Graces f Remaste…,"TOSE CO., LTD.",AAA,32.9k
Lab Rags,Salt Mine Studios,Hobbyist,32.8k
Trikaya,SMU Guildhall,Hobbyist,32.8k
Dead Signal,Reflect Studios,Indie,32.8k
노베나 디아볼로스,H5DEV Games,Indie,32.7k
Skautfold: Usurper,Steve Gal,Indie,32.7k
Project: Snowblind,Crystal Dynamics,AA,32.7k
Lots of Cats in Every Mom…,MELOVITY,Indie,32.7k
Mary Skelter: Nightmares,Idea Factory,Indie,32.7k
打工吧！天使酱 ~天使在魔界的劳改生活~,莓莓动物园,Indie,32.7k
Unbound: Worlds Apart,Alien Pixel Studios,Indie,32.7k
Enjoy the Diner,"月刊湿地帯, Studio Dragonet",Indie,32.6k
Elemental Heroes,mPower Games Studio,Hobbyist,32.6k
SATAZIUS,ASTRO PORT,Indie,32.6k
Pro 11 - Football Manager…,Trophy Games ApS,Indie,32.6k
Ping Pong League,Cover Corp.,Hobbyist,32.6k
Schein,Zeppelin Studio,Indie,32.6k
Grim Legends 2: Song of t…,Artifex Mundi,Indie,32.6k
Don't Escape Trilogy,scriptwelder,Indie,32.6k
Hot And Lovely ：Charm,Lovely Games,Indie,32.5k
Beyond Good & Evil - 20th…,Ubisoft,AAA,32.5k
TEST TEST TEST,Mojiken,Indie,32.5k
Healer's Quest,Rablo Games,Indie,32.5k
Mortal Royale,Star Vault AB,Indie,32.3k
SCP: Observer,getmyisland,Hobbyist,32.3k
GWENT: Rogue Mage (Single…,CD PROJEKT RED,AAA,32.3k
Grotesque Tactics: Evil H…,Silent Dreams,Indie,32.3k
Paws - A Shelter 2 Game,Might and Delight,Indie,32.3k
Saturday Morning RPG,Mighty Rabbit Studios,Indie,32.3k
My Horse: Bonded Spirits …,Games Incubator,Indie,32.3k
Hatoful Boyfriend: Holida…,Mediatonic,Indie,32.3k
Doorways: Holy Mountains …,Saibot Studios,Indie,32.3k
Sleeping Valley,White Dog Games,Indie,32.3k
Overlord: Fellowship of E…,Codemasters,Indie,32.3k
SYNDUALITY Echo of Ada,Game Studio Inc.,AAA,32.3k
Lovey-Dovey Lockdown,"樹懶叫工作室, Sloth Gamer, Make…",Indie,32.3k
The Assistant Season 1,Backhole,Indie,32.3k
Escape Rosecliff Island,SpinTop Games,Indie,32.2k
The Curse of Kubel,Yasagure Kitsuenjyo,AA,32.2k
Evil Dead: The Game,Saber Interactive,Indie,32.2k
FIST OF AWESOME,I Fight Bears,Hobbyist,32.2k
Vampire: The Masquerade -…,Nihilistic Software,AAA,32.2k
DungeonUp,Clewcat Games,Indie,32k
Winter Novel,DeXP,Indie,32k
Demon Hunter 2: New Chapt…,Brave Giant LTD,Indie,32k
Tennis World Tour,Breakpoint,AA,32k
Overclocked,Magnesium Ninja,Hobbyist,32k
Knightmare Tower,Juicy Beast,Indie,32k
Airport Madness: World Ed…,Big Fat Simulations Inc.,Indie,32k
With Eyes Closed - Season…,Ker,Indie,32k
Breadsticks,Cosmic Dad,Hobbyist,32k
9 Days,MVR,Indie,32k
ABI-DOS,ABI.DOS.SOFTWARE,Hobbyist,32k
Garage Flipper: Prologue,Farmind Studio,Indie,32k
Prison Boss VR,TREBUCHET,Indie,32k
PUSH,"Maciej Targoni, Hamster O…",Indie,31.9k
Horizon's Gate,Rad Codex,Indie,31.9k
Twisted Worlds,Absolutist Ltd.,Indie,31.9k
Alone in the Dark: The Ne…,"Darkworks, Spiral House",AA,31.9k
Axilon: Legend of Artifac…,AzDimension,Indie,31.9k
Idol Party,LONGYOU TECHNOLOGY PTE.LT…,Indie,31.9k
Home Wars,Insane Dreamers,Indie,31.7k
Better Off Tread,"Pixel Constructor, LLC.",Hobbyist,31.7k
Incantation,SOFTSTAR ENTERTAINMENT,Indie,31.7k
Myths and Legends - Card …,Salo,Hobbyist,31.7k
Not The Robots,2DArray,AA,31.7k
Moero Chronicle,"COMPILE HEART, IDEA FACTO…",Indie,31.7k
htoL#NiQ: The Firefly Dia…,"Nippon Ichi Software, Inc…",Indie,31.7k
Riptide GP2,Vector Unit,Indie,31.7k
The Upturned,Zeekerss,AA,31.7k
Pixel Puzzles 2: Birds,Pixel Puzzles,Indie,31.7k
Elderand,"Mantra, Sinergia Games",Indie,31.7k
Demon Hunter 3: Revelatio…,Brave Giant LTD,Indie,31.7k
KeepUp Survival,Witte Studio,Indie,31.6k
Disco Time 80s VR,Indiecode Games,Hobbyist,31.6k
Gunlocked,FromLefcourt,Indie,31.6k
Paradigm,Jacob Janerka,Indie,31.6k
Giana Sisters: Twisted Dr…,Black Forest Games,Indie,31.6k
Monolight,bit paradigm,Hobbyist,31.6k
Sisterly Lust,Perverteer Games,Indie,31.6k
GUILTY GEAR 2 -OVERTURE-,Arc System Works,AA,31.4k
Nevergrind Online,Neverworks Games,Indie,31.4k
Corruption Town,BoredBasmati,Indie,31.4k
GET OUT!,Milpitians,Hobbyist,31.4k
Re:ZERO -Starting Life in…,Chime Corporation,AA,31.4k
Astro Lords: Oort Cloud,Aratog LLC,Hobbyist,31.4k
Use Your Words,"Smiling Buddha Games, LLC",Indie,31.4k
[Chilla's Art] The Karaok…,Chilla's Art,Indie,31.4k
Hellbound,Saibot Studios,Indie,31.4k
MX vs. ATV Supercross Enc…,"Rainbow Studios, THQ Nord…",AA,31.4k
Armed and Dangerous®,Planet Moon Studios,AA,31.4k
Waifu Secret,Romantic Room,Indie,31.4k
GunboundM,DargomStudio,Indie,31.4k
Creepy Tale 2,Creepy Brothers,Indie,31.4k
The Shell Part I: Inferno,Innocent Grey,Indie,31.4k
Left in the Dark: No One …,Moonrise Interactive,Indie,31.4k
Pray Game,U-ROOM,AA,31.4k
Furry Shades of Gay,Furlough Games,Indie,31.4k
Chained in the Backrooms,Task+ Studios,Indie,31.4k
Mushroom Wars,"Zillion Whales, Creat Stu…",Indie,31.1k
Sengoku,Paradox Development Studi…,AAA,31.1k
FrankenStorm TD: Prologue,"Doodad Games, Ethan Close",Hobbyist,31.1k
The Seven Realms: High La…,SeptCloud Games,Indie,31.1k
Knights And Bikes,Foam Sword,Indie,31.1k
Containment Initiative,Gwyn Games,Indie,31.1k
Rusted Moss,"faxdoc, happysquared, sun…",AA,31.1k
Shovel Knight: Shovel of …,Yacht Club Games,Indie,31.1k
Buoyancy,Devs on a Boat,Indie,31.1k
Hexologic,MythicOwl,Indie,31.1k
Bound by Love,RetroLab,AA,31k
Genome Guardian,Alpherior,Indie,31k
The Sushi Spinnery,"Kairosoft Co.,Ltd",Indie,31k
Fairy Tale Mysteries: The…,"The House of Fables, Gogi…",Indie,31k
The Backroom - Lost and F…,Lollin' Pony,Hobbyist,31k
FREEDOM WARS Remastered,Dimps Corporation,AA,31k
Mystic Vale,Nomad Games,Indie,31k
The Lord of the Rings: Go…,Daedalic Entertainment,AA,31k
BattleGroupVR,SpaceOwl Games,Indie,31k
Critter Cove,Gentleman Rat Studios,Indie,30.8k
Sakura Agent,Winged Cloud,Indie,30.8k
Pro Cycling Manager 2024,Cyanide Studio,AA,30.8k
Sea Salt,YCJY Games,Indie,30.8k
Transformative Summer: Li…,88Danuki,Indie,30.8k
Shotgun Legend,Jonathan Tindell,Indie,30.8k
Pepper Grinder,"Ahr Ech, MP2 Games",AA,30.8k
Han'yo,DigiPen Europe-Bilbao,Hobbyist,30.8k
303 Squadron: Battle of B…,Atomic Jelly,Indie,30.8k
枕边少女 MOE Hypnotist - shar…,橘子班,Indie,30.8k
ESCAPE FROM BOYKISSER,akhsotoen,Indie,30.8k
The Tower Of Elements,Wulo Games,Indie,30.8k
Psycholonials,Andrew Hussie,Indie,30.8k
The Letter - Horror Visua…,Yangyang Mobile,Indie,30.8k
Lingering Fragrance,BLESTWORKS,Indie,30.8k
Stick it to The Man!,Zoink Games,Indie,30.8k
Junk Jack,Pixbits,Indie,30.7k
Bloodwash,"Black Eyed Priest, Henry …",Indie,30.7k
Corpse Keeper,Melancholia Studio,Indie,30.7k
Galactic Civilizations® I…,Stardock Entertainment,AA,30.6k
Tower of Waifus,Galart,Indie,30.5k
七人杀阵 - Seven Sacrifices,章鱼罐头制作组,Indie,30.5k
Feudal Alloy,Attu Games,Indie,30.5k
Ultros,Hadoque,AA,30.5k
Pumping Simulator,Lance Games,Indie,30.5k
TRATRITLE,INAZUMA SOFT,Indie,30.5k
Tiny Terry's Turbo Trip,snekflat,Indie,30.5k
Pro Cycling Manager 2018,Cyanide Studio,AAA,30.5k
Wauies - The Pet Shop Gam…,upjers,Indie,30.5k
懒人修仙传2,托更的修罗,Indie,30.5k
Putt-Putt® Goes to the Mo…,Humongous Entertainment,Indie,30.5k
The Crooked Man,Uri Games,AA,30.5k
Janosik,Onix Games,Indie,30.5k
OlliOlli2: Welcome to Oll…,Roll7,AA,30.4k
Pan Panda,LT,Hobbyist,30.4k
Mists of Aiden,Steppe Hare Studio,Indie,30.4k
KallaX,Unexpected,Indie,30.4k
REDCON,Hexage,Indie,30.4k
Cart Racer,HFM Games,Indie,30.3k
RUSH: A Disney • PIXAR Ad…,Asobo Studio,AAA,30.3k
Plutocracy,Redwood,Indie,30.3k
KRUM - Edge Of Darkness,HA Studio Ltd.,Indie,30.3k
Lords of the Realm II,Impressions Games,AA,30.2k
Slayers X: Terminal After…,Big Z Studios Inc.,Indie,30.2k
Void Scrappers,8BitSkull,Indie,30.2k
Reprisal Universe,electrolyte,Indie,30.2k
Hamlet or the Last Game w…,Denis Galanin (mif2000),Indie,30.2k
Insane 2,Targem Games,Indie,30.2k
Gunbrella,doinksoft,AA,30.2k
Swords of Gurrah,"Devster, LLC",Indie,30.2k
Queen's Glory,"BananaKing, 台灣香蕉王",Indie,30.2k
Abbot's Book Demo,"The Abbot's Book, LLC",Hobbyist,30.2k
VARIOUS DAYLIFE,"Square Enix, DOKIDOKI GRO…",AA,30.2k
Worlds of Magic,Wastelands Interactive,Indie,30.2k
Moonscars,Black Mermaid,AA,30.2k
Wick,Hellbent Games,Indie,30.2k
God's Basement,Erebus,Indie,30.2k
Make Good Choices,TN Games,Indie,29.9k
Mahou Arms,Dischan Media,Indie,29.9k
Citizen Sleeper 2: Starwa…,Jump Over The Age,Indie,29.9k
VOIN,Nikita Sozidar,AA,29.9k
Cats Hidden in China,Travellin Cats,Indie,29.9k
Toy Shire,Bluespy Studios,Indie,29.9k
METAL DOGS,"24Frame,inc.",Indie,29.9k
Trillion: God of Destruct…,"IDEA FACTORY, COMPILE HEA…",Indie,29.9k
Ashen Empires,"Iron Will Games, LLC",Indie,29.9k
Isles of Limbo,Argonautics,Hobbyist,29.9k
Bash the Teacher! - Class…,PHB Media LTD,Hobbyist,29.9k
The Test: Final Revelatio…,Randumb Studios,Indie,29.8k
You Must be 18 or Older t…,Seemingly Pointless,Hobbyist,29.8k
Power to the People,Rhombico Games,Indie,29.8k
Koihime Enbu,"UNKNOWN GAMES, M2 Co.,LTD",Indie,29.8k
Recursed,Portponky,Indie,29.8k
The True Love Rings,No.25,Indie,29.8k
King's Bounty: Armored Pr…,Katauri Interactive,AA,29.8k
Yomawari: Midnight Shadow…,"Nippon Ichi Software, Inc…",Indie,29.8k
Days of War: Definitive E…,Driven Arts,Indie,29.7k
Time Rifters,Proton Studio Inc,Hobbyist,29.7k
Heroes of the Three Kingd…,"USERJOY Technology Co.,Lt…",Indie,29.7k
SLUDGE LIFE 2,"Terri Vellmann, Doseone",AA,29.7k
Who Is Mike - A Visual No…,Fervent,Indie,29.7k
Rise of Insanity,Red Limb Studio,Indie,29.7k
Cursed Treasure 2,IriySoft,Indie,29.7k
Wish Giver 偿愿人,Kel,Indie,29.7k
Ultimate Sudoku Collectio…,Stanley Lam,Hobbyist,29.6k
Loot Box Quest,Going Loud Studios,Indie,29.6k
Last Remains,Yan Di Games,Indie,29.6k
Graviteam Tactics: Mius-F…,Graviteam,Indie,29.6k
Toodee and Topdee,dietzribi,Indie,29.6k
Scott in Space,Ragiva Games e.K.,Hobbyist,29.6k
Arclight Cascade,Hexdragonal Games,Hobbyist,29.6k
Subterror,Team Monumental,Indie,29.6k
Twists of My Life,Novel,Indie,29.6k
Angel Wings,RumR Design,Hobbyist,29.6k
The Local,Tobey Gronow,Hobbyist,29.6k
Yacht Dice,GoodOldMan Studio,Indie,29.4k
Card-en-Ciel,"INTI CREATES CO., LTD.",Indie,29.4k
Hubris,Cyborn B.V.,Indie,29.4k
8Doors: Arum's Afterlife …,Rootless Studio,AA,29.4k
The Last Man Survivor: Pr…,Renderise,Indie,29.4k
Astro Lords,Aratog LLC,Indie,29.4k
Adorable Crush,Mature Games,Indie,29.4k
Awareness Rooms,GAME NA KIBUN,AA,29.4k
Outpost Zero,Symmetric Games,AA,29.4k
Probably Archery,South East Games,Indie,29.4k
Avoid - Sensory Overload,48h Studio,Indie,29.4k
Putrefaction,Kazakov Oleg,Indie,29.4k
The Huntsman: Winter's Cu…,Desert Owl Games LLC,Indie,29.3k
Sacra Terra: Angelic Nigh…,Alawar Casual,Indie,29.3k
Serial Cleaners,Draw Distance,AA,29.3k
The Search,Jason Godbey,Indie,29.3k
Clawface,Hathos Interactive,Hobbyist,29.3k
1943 Berlin Blitz,BBC Media Applications Te…,Hobbyist,29.3k
Cinderella Escape! R12,Hajime Doujin Circle,Indie,29.3k
Loop-Loop DX,Alex Carpenter,Hobbyist,29.2k
Zombie Estate 2,Sad Spaghetti Entertainme…,Indie,29.2k
Knights in Tight Spaces,Ground Shatter,AA,29.2k
Don't Shout Together,SinisterGames,Indie,29.2k
SILT,Spiral Circus Games,AA,29.2k
ANYKEY,Sciman101,Hobbyist,29.1k
Just In Time Incorporated,Second Wind Interactive,Indie,29.1k
Rex Rocket,"Castle Pixel, LLC.",Indie,29.1k
Autonauts vs Piratebots,Denki,AA,29.1k
Magical Battle Festa,Fly System,AA,29.1k
URBO,Door 407,Indie,29.1k
Downfall,Harvester Games,Indie,29.1k
Kunoichi Botan,Enokippu,AA,29.1k
Guns'n'Stories: Bulletpro…,MIROWIN,Indie,29.1k
Noctuary,Gratesca,Indie,29.1k
Pivvot,Fixpoint Productions Ltd.,Indie,29.1k
Death's Hangover,Retro Army Limited,Indie,29.1k
The Abbey of Crime Extens…,"Manuel Pazos, Daniel Cele…",Hobbyist,29.1k
Blackwell Unbound,Wadjet Eye Games,Indie,29.1k
DemonsAreCrazy,Bigbug Studio,Hobbyist,28.9k
03.04,JPEG OF PAIN GAMES,Hobbyist,28.9k
Trauma,Krystian Majewski,Indie,28.9k
UBERMOSH Vol.3,Walter Machado,Indie,28.9k
Palmyra Orphanage,Steppe Hare Studio,Indie,28.9k
捉妖物语,DMgames,Indie,28.9k
Mouse (Sneaking),Easy game,Indie,28.9k
My 1/6 Lover,lamb of game,Indie,28.9k
Badland Bandits,Wild Wolf Std,Hobbyist,28.9k
Chocolate Factory Simulat…,Games Incubator,Indie,28.8k
Sophie's Curse,edco,Indie,28.8k
Crumble,BRUTE FORCE,Indie,28.8k
Nope Nope Nurses,Dark One!,Indie,28.8k
9-nine-:Episode 3,PALETTE,Indie,28.8k
Kero Blaster,Studio Pixel,AA,28.8k
Vagrus - The Riven Realms…,Lost Pilgrims Studio,Indie,28.8k
Golf Peaks,Afterburn,Indie,28.8k
Bizarre Earthquake,Proximity Games,Indie,28.8k
Low Light Combat,Wolfire Games,Indie,28.8k
Shardlight,Wadjet Eye Games,Indie,28.6k
Westview Academy - Season…,TakoYuh,Indie,28.6k
撩妹模拟器：渣男的秘密,DeerRiver,Indie,28.6k
Hentai Neighbors,Mature Games,Indie,28.6k
Mega Hasan,Tameem Hamoui,Hobbyist,28.6k
Mighty Gunvolt,"INTI CREATES CO., LTD.",Indie,28.6k
Sword of the Necromancer …,Grimorio of Games,Indie,28.6k
Game Tycoon 1.5,Sunlight Games,Indie,28.6k
Sam & Max: Season Two,Telltale Games,Hobbyist,28.6k
ShadowSide,AdroVGames,Indie,28.6k
Tyto Ecology,Immersed Games,Indie,28.5k
Ultimate Booster Experien…,GexagonVR,Indie,28.5k
Dino Run DX,Pixeljam,Indie,28.5k
Girls of The Tower,Robo Cat,Indie,28.5k
Nancy Drew®: Sea of Darkn…,HeR Interactive,Indie,28.5k
GNOG,KO_OP,Indie,28.5k
No Time,Lost in Days Studio,Indie,28.5k
墨心：波云诡船,1001 Studio,Indie,28.5k
Please Fix The Road,ARIELEK,Indie,28.5k
Making History: The Great…,"Muzzy Lane Software, Fact…",Indie,28.3k
Dragon Spear,Game2Gather,Indie,28.3k
Submachine: Legacy,Mateusz Skutnik,Indie,28.3k
Shing!,Mass Creation,Indie,28.3k
Buriedbornes2 - Dungeon R…,Nussygame,Indie,28.3k
Boomerang X,DANG!,AA,28.3k
Just Get Through,Retrific,Indie,28.3k
Nuclear Contingency,Amaterasu Software,Indie,28.3k
Adventure in My Head,mishada,Hobbyist,28.3k
Slay the Dragon!,Slay the Dragon!-Team,Hobbyist,28.3k
Spellwake,Norrman Brothers,Hobbyist,28.3k
War of Omens Card Game,Fifth Column Games,Hobbyist,28.3k
A Pinch of Magic,Crystal Game Works,Hobbyist,28.3k
International Space Stati…,The House of Fables,Indie,28.3k
The Jackbox Naughty Pack,"Jackbox Games, Inc.",AA,28.3k
Gray Dawn,Interactive Stone,Indie,28.3k
Clones,Tomkorp Computer Solution…,Indie,28.3k
Regalia: Of Men and Monar…,Pixelated Milk,Indie,28.3k
Euclidean,Alpha Wave Entertainment,Indie,28.3k
Poi,PolyKid,Indie,28k
True Fear: Forsaken Souls…,Goblinz Enterprises Ltd,Indie,28k
Hack RUN,i273 LLC,Hobbyist,28k
Broken Lines,BirdIsland/PortaPlay,Indie,28k
Interstate Drifter 1999,Ultimo Games,Hobbyist,28k
Doki Doki AI Interrogatio…,YAMADA,Indie,28k
Legacy of Defense - Prolo…,Enter the Game Studios,Hobbyist,28k
Game of Fate 2: A Century…,KARMAGAME HK LIMITED,Indie,28k
The Artful Escape,Beethoven and Dinosaur,AA,28k
Obenseuer,Loiste Interactive,Indie,28k
Mountain Crime: Requital,Alawar Stargaze,Indie,28k
Gazing from beyond,七彩绘色游戏,Indie,28k
Hockey Super Squad,RageCure Games,Hobbyist,28k
Granny: Chapter Two,DVloper,Indie,28k
末世少女 Zombie Girl,Utopia Studio,Indie,28k
When The Past Was Around …,Mojiken,Indie,28k
Windjammers 2,Dotemu,Indie,28k
Enotria: The Last Song,Jyamma Games,Indie,28k
Airline Tycoon 2,b-Alive,Indie,28k
Fireworks Simulator,Reality Twist GmbH,Indie,27.8k
Age of Wonders Shadow Mag…,Triumph Studios,AAA,27.8k
Lucius III,Shiver Games,Indie,27.8k
yahtzee girl,snappixgames,Indie,27.8k
Fly'N,Ankama Games,Indie,27.8k
Combat Mission Shock Forc…,Battlefront,AA,27.8k
Coin Factory,Lino Rabolini,Indie,27.8k
Fluffy Creatures VS The W…,Amaterasu Software,Indie,27.8k
Scrap Garden,"Egidijus Bachur, Alexey D…",Indie,27.8k
契灵之约,BIFROST CLOUD PTE. LTD.,Indie,27.8k
It Moves,SnowOwl,Hobbyist,27.8k
Children of a Dead Earth,"Q Switched Productions, L…",Indie,27.8k
Inexistence,Jonathan BRASSAUD,Indie,27.8k
Might & Mayhem,Kiz Studios,Hobbyist,27.8k
Mercenaries Blaze,"ESQUADRA,inc., RideonJapa…",Indie,27.8k
Demon Turf: Queens Editio…,Fabraz,Indie,27.7k
qop,Quiet River,Indie,27.7k
Interstellar Space: Genes…,Praxis Games,Indie,27.7k
Dreadhalls,White Door Games,Indie,27.7k
Energy Balance,Sometimes You,Indie,27.6k
Mage Kanade's Futanari Du…,Dieselmine,Indie,27.6k
Dead Secret,Robot Invader,Indie,27.6k
HIVESWAP: ACT 2,"What Pumpkin Games, Inc.",Indie,27.6k
我在地球修仙有系统,红星,Indie,27.6k
Dark Nights,Pinlin,Hobbyist,27.6k
Turbo Golf Racing,Hugecalf Studios,Indie,27.6k
Death Live,橘子班,Indie,27.6k
Horse Tales: Emerald Vall…,Aesir Interactive,Indie,27.6k
Jane's Advanced Strike Fi…,Trickstar Games,AAA,27.6k
Mech Mechanic Simulator,Polyslash,Indie,27.6k
Lydia,Platonic Partnership,Indie,27.6k
Class of '09: The Flip Si…,SBN3,Indie,27.5k
The Adventures of Tree,Dune Clockidy,Indie,27.5k
Verlet Swing,Flamebait Games,Indie,27.5k
Actraiser Renaissance,"Square Enix, Sonic Powere…",AA,27.5k
Reigns: Three Kingdoms,Nerial,AA,27.5k
Four Color Jump,No.25,Indie,27.5k
FRONT MISSION 1st: Remake,Forever Entertainment S. …,Indie,27.5k
Stay Alight,Wyse Games,Indie,27.4k
Path of the Abyss,Suzuki Suzuzou,Indie,27.4k
Victim of Xen,Barnes,Indie,27.3k
Disney Infinity 2.0: Gold…,"Avalanche Software, Heavy…",AA,27.3k
Drayt Empire,RPG Video,Indie,27.3k
Escape Machines,Mint Age Studios,Indie,27.3k
ORCS,Pixel vs Pixel,Indie,27.3k
X-COM: Apocalypse,"MicroProse Software, Inc",AAA,27.3k
Kurage Life,TAIL-AKI,Indie,27.3k
Battleplan: American Civi…,The Mustard Corporation,Indie,27.3k
Dredgers,Pirate-Rob,Indie,27.3k
VR Secretary: Ailey Editi…,Stargazers,Hobbyist,27.3k
Lazy Galaxy,"Coldwild Games, Vladimir …",Indie,27.3k
Energy Cycle,Sometimes You,Indie,27.3k
Tiny Toy Tanks,Retro Gears,Hobbyist,27.2k
Starpoint Gemini 3,Little Green Men Games,Indie,27.2k
Aerofly FS 4 Flight Simul…,IPACS,Indie,27.2k
CRUEL,James Dornan,Indie,27.2k
The Wonderful 101: Remast…,PlatinumGames Inc.,Indie,27.2k
Blood Rage: Digital Editi…,Endava,Indie,27.1k
Motesolo : No Girlfriend …,INDICAVA INTERACTIVE,Indie,27.1k
The Spatials: Galactology,Weird and Wry,Indie,27.1k
The Last Clockwinder,Pontoco,Indie,27.1k
Ways of History,Glyph Worlds,Indie,27.1k
50 years,Aleksandr Golovkin,Indie,27.1k
Sutekina kanojo no tsukur…,Sushi_soft,Indie,27.1k
Fantasy Battles,FreezeNova,Indie,27.1k
Into the Stars,Fugitive Games,Indie,27.1k
Frontier Pilot Simulator,RAZAR s.r.o.,Indie,27.1k
Tasty Planet Forever,Dingo Games,Indie,27.1k
Primitive Society Simulat…,YSH BigDove,Indie,27k
April 24th,NOBODY,Indie,27k
Tormentor❌Punisher,E-Studio,AA,27k
TAISHO x ALICE epilogue,Primula,Indie,27k
U-ena -Far fireworks-,HemiolaStudio,Hobbyist,27k
Sea of Survivors,Nah Yeah Games,Indie,27k
On A Roll 3D,Battenberg Software,Indie,27k
"Forgotten, Not Lost - A K…",Afterthought Studios,Indie,27k
DRAKERZ-Confrontation,Peoleo Entertainment,Hobbyist,26.9k
SAMURAI MAIDEN,SHADE Inc.,AA,26.9k
Commandos: Beyond the Cal…,Pyro Studios,Indie,26.9k
Super Life (RPG),Klick Ink L.P.,Indie,26.9k
MarZ: Tactical Base Defen…,Giant Grey,Indie,26.9k
Buck Up And Drive!,Fábio Fontes,Indie,26.9k
FIND ALL 4: Magic,Very Very LITTLE Studio,Indie,26.9k
BEAUTIFUL DESOLATION,THE BROTHERHOOD,Indie,26.8k
12 Labours of Hercules V:…,"Jetdogs Studios, Zoom Out…",Indie,26.8k
Meridian: New World,Elder Games,Indie,26.8k
Red Stone Online,"L＆K Co., Ltd.",Indie,26.8k
Orbo's Odyssey,"Feverdream Johnny, druryl…",Indie,26.8k
Loki,Cyanide Studios,Hobbyist,26.8k
Wasteland Remastered,"inXile Entertainment, Kro…",AA,26.8k
Demolish & Build 3: Excav…,Demolish Games S.A.,Indie,26.8k
The Witch of Fern Island,Enjoy Studio S.A.,Indie,26.8k
Conquest of Elysium 3,Illwinter Game Design,Indie,26.8k
ROGUE LIGHT DECK BUILDER,Gil Lawson,Indie,26.8k
Grimind,Paweł Mogiła,Indie,26.8k
360 No Scope Arena,Tasty Delicious Games,Indie,26.6k
Ruins of Albion,The Caecus,Hobbyist,26.6k
Bullet Witch,"Marvelous, Inc.",AA,26.6k
Knock Harder: Useless,Snail-Ninja Studio,Indie,26.6k
Endless Road: Reborn,Pig Candle Games,Indie,26.6k
Is this Game Trying to Ki…,Stately Snail,Indie,26.6k
The House in Fata Morgana…,NOVECT,Indie,26.6k
Airship: Kingdoms Adrift,Revolution Industry,Indie,26.5k
Rise Of The White Sun,Maestro Cinetik,Indie,26.5k
Human-powered spacecraft,Shiv,Indie,26.5k
Princess Maker 5,"CFK Co., Ltd.",Indie,26.5k
Life With a College Girl,Boru,Indie,26.5k
Gizmo,"Dane Winn, Alec Smith",Indie,26.5k
Shanhe,"INDIECN, SilverBlade",Indie,26.5k
Classic Sudoku,Studio Goya,Indie,26.5k
Sniper Elite VR,Just Add Water (Developme…,AA,26.5k
Port Royale 2,Ascaron Entertainment ltd…,Indie,26.5k
Warhammer: Vermintide VR …,Fatshark,AA,26.5k
Truck Life,惊叹号游戏工作室,Indie,26.5k
Shut Up and Dance: Specia…,Boring Games,Indie,26.4k
Tear and the Library of L…,Acerola,AA,26.4k
Vampires' Melody 2,AsicxArt,Indie,26.4k
Cosmic Trip,Funktronic Labs,Indie,26.4k
Havocado: Ragdoll Fighter,Webble Games,Indie,26.4k
Warhammer Combat Cards,Well Played Games,Indie,26.4k
Karate Master 2 Knock Dow…,Crian Soft,Indie,26.4k
Neon Space,EGAMER,Indie,26.4k
Tunche,LEAP Game Studios,AA,26.3k
Fate Hunters,Tower Games,Indie,26.3k
Songs of Wuxia,DreamStep,Indie,26.3k
Mika and The Witch's Moun…,"Chibig, Nukefist",Indie,26.3k
Half Billion: Love Choice,"东阳开局互动影视有限公司, 上海哈昔互联网科技有限…",Indie,26.3k
Peak Angle: Drift Online,Peak Angle Team,Hobbyist,26.3k
Ikenfell,Happy Ray Games,AA,26.3k
Fly Dangerous,Stargoat Games,Hobbyist,26.3k
